Sentence,Tags,SentenceFrequency,EnglishTrans,EnglishFreq,SpanishTrans,SpanishFreq
" Pero ¿y qué queréh "" piba ?", Spn Spn Spn Spn Punct Spn,,,,,
 Green Mansionsall over again ?, Eng NamedEnt Eng Eng,,,,,
 Y ., Spn,,,,,
 .,,,,,,
 .,,,,,,
 ( pausa porteña ) claro ., Punct Spn Spn Punct Spn,,,,,
" Well "" it never can be .", Eng Punct Eng Eng Eng Eng,,,,,
 Siempre mejor ., Spn Spn,,,,,
 Fuller ., NamedEnt,,,,,
 Menos ob-vio en un libro ., Spn Spn Spn Spn Spn,,,,,
 ¡Patética bookworm !, Spn Eng,,,,,
" Aprendé a vivir en el mundo "" ¿no ?", Spn Spn Spn Spn Spn Spn Punct Spn,,,,,
" Del lado de ashá : Lado brasileiro Confieso que the first heartstopping "" panoramic vista de las Cataratas is beyond el cine .", Spn Spn Spn Eng Punct Spn Spn Spn Spn Eng Eng Eng Punct Eng Spn Spn Spn Spn Eng Eng Spn Spn,,,,,
" Beyond toda descripción "" toda foto .", Eng Spn Spn Punct Spn Spn,,,,,
 Todo video ., Spn Eng,,,,,
 Just beyond ., Eng Eng,,,,,
" Los irritating porteño turistas faded out of my consciousness "" along with 3–4 other head-to-toe Supplexed and fanny-packed strapping blond East Coast gringos que inmediatamente se habían puesto a comparar estas cataratas with their other “ favorite ” falls : Niagara "" Victoria ( muéranse "" ecoturihtas "" yuppie scum !", Spn Eng Spn Spn Eng Eng Eng Eng Eng Punct Eng Eng Spn Eng Eng NamedEnt Eng Eng Eng Eng NamedEnt Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Eng Eng Punct Eng Punct Eng Punct NamedEnt Punct NamedEnt Punct Spn Punct Eng Punct Eng Eng,,,,,
 ) ., Punct,,,,,
" Manera de necesitar domar "" conquihtar all over again .", Spn Spn Spn Spn Punct Spn Eng Eng Eng,,,,,
 .,,,,,,
 .,,,,,,
 .,,,,,,
" Mud-brown water swirls in benign-looking remansos of flat flat y de repente just drops "" roiling white foam "" mandando una elegante y tonificante bruma for miles .", Eng Eng Eng Eng Eng Spn Eng Eng Eng Spn Spn Spn Eng Eng Punct Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Eng Eng,,,,,
" Todo se me esfumó : los turistas "" the moss-slick asphalt walkways "" los adorables "" cat- or raccoon-like coatimundis squeaking and scurrying alongside the walkways .", Spn Spn Spn Spn Punct Spn Spn Punct Eng Eng Eng Eng Punct Spn Spn Punct Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
" Y era sólo yo "" al borde del mundo "" surrounded by un rugido blanco y constante .", Spn Spn Spn Spn Punct Spn Spn Spn Spn Punct Eng Eng Spn Spn Spn Spn Spn,,,,,
" Tontamente—siempre me desbordo—sentí el archi-familiar nudo en la garganta y tras mis ovalados black Calvin Klein "" slightly Jackie O sunglasses "" tears well and smart .", Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng NamedEnt NamedEnt Punct Eng NamedEnt Spn Eng Punct Eng Eng Eng Eng,,,,,
" Busqué un alma gemela y me encontré con el Juvenil "" pegado a mí and staring "" embelesado "" at those sheets of pumping "" falling agua .", Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt Punct Spn Spn Spn Eng Eng Punct Spn Punct Eng Eng Eng Eng Eng Punct Eng Spn,,,,,
" Nos miramos y supe que como siempre él sentía lo mismo que yo : have you EVER "" I mouthed silently "" our motto .", Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng Punct Eng Eng Eng Punct Eng Eng,,,,,
 He shook his head ., Eng Eng Eng Eng,,,,,
 Debidamente awestruck ., Spn Eng,,,,,
" Nada de teen indifference to the wonders of nature "" me maravishé "" aliviada y orgushosa .", Spn Spn Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Punct Spn Spn Spn,,,,,
 But how rapidly does the gaze become habituated to splendor ., Eng Eng Eng Eng Eng Spn Eng Eng Eng Spn,,,,,
" Alas "" seguían las cataratas "" una tras otra "" so many that only a small portion have names "" each one huger "" louder and taller than the last .", Spn Punct Spn Spn Spn Punct Spn Spn Spn Punct Eng Eng Eng Eng Spn Eng Eng Eng Eng Punct Eng Eng Eng Punct Eng Eng Spn Eng Eng Eng,,,,,
" Y como con la coca "" you just keep wanting more .", Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng,,,,,
" Del lado de acá : Lado argentino The damaged old pasarela right out to la Garganta del Diablo terrifies me "" even more than el viaje en bote—“la Gran Aventura”—que hicimos por unos not that impressive rapids y casi casi debajo de dos thundering cataratas .", Spn Spn Spn Spn Punct Spn Spn Eng Eng Eng Spn Eng Eng Eng Spn Spn Spn Spn Eng Spn Punct Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn Eng Spn,,,,,
" The catwalk "" reachable only por lancha "" parece catastróficamente endeble : rotting wooden handrails "" lajas de cemento all cracked and covered with a moldy "" slippery metallic grid .", Eng Eng Punct Eng Eng Spn Spn Punct Spn Spn Eng Punct Eng Eng Eng Punct NamedEnt Spn Spn Eng Eng Eng Eng Eng Spn Spn Punct Eng Spn Spn,,,,,
" De hecho "" it’s undergoing repair even as we climb upon it .", Spn Spn Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
" Blasé mestizo workmen "" with a safetybelt linking them to the pylons "" stand waist-deep in the muddy water just yards from the most notorious drop : Devil’s Throat .", NamedEnt Spn Eng Punct Eng Spn Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Punct Eng Eng,,,,,
 Unbelievable ., Eng,,,,,
 Me siento bien Jeremy Irons en “ The Mission ., Spn Spn Spn NamedEnt NamedEnt Spn Punct Eng Eng,,,,,
 ” La catwalk te lleva right out over the camel-brown water ., Punct Spn Eng Spn Spn Eng Eng Eng Eng Eng Eng,,,,,
" The level of the water today "" quizás sólo two feet below my feet .", Eng Eng Eng Eng Eng Eng Punct Spn Spn Eng Eng Eng Eng Eng,,,,,
" Deceptively apacible agua "" reed- and rock-punctuated "" multicolored mariposas everywhere "" a whipporwill-like birdcall .", NamedEnt Spn Spn Punct Spn Eng Eng Punct Eng Spn Eng Punct Spn Eng Eng,,,,,
" Pero entonces "" with only a small fleck136 of spray as warning "" pabajo baby .", Spn Spn Punct Eng Eng Spn Eng Spn Eng Eng Eng Eng Punct Spn Eng,,,,,
" You look down between your feet "" te mojas toda "" toda de la repentina bruma and down "" down an endless drop "" a semicircular cauldron of white water .", Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Punct Spn Spn Spn Spn Spn Eng Eng Punct Eng Eng Eng Eng Punct Spn Eng Eng Eng Eng Eng,,,,,
" Yo "" con mi acrofobia "" que consta de equal measures de terror y deseo de la altura "" tengo que pedir que me retengan .", Spn Punct Spn Spn Spn Punct Spn Spn Spn Eng Eng Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn,,,,,
" That silky "" roiling edge .", Eng Eng Punct Eng Eng,,,,,
 Me preguntan si me he dado cuenta de que un overrriding theme de mis crónicas es la superioridad de la literatura versus la vida ., Spn Spn Spn Spn Eng Spn Spn Spn Spn Spn Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Spn Spn,,,,,
" Respondo irritada "" aterrada : no .", Spn Eng Punct Spn Punct Spn,,,,,
" No "" not really .", Spn Punct Eng Eng,,,,,
" Yo "" que soy tan viva .", Spn Punct Spn Spn Spn Spn,,,,,
 ( Todo el mundo lo dice ., Punct Spn Spn Spn Spn Spn,,,,,
 Mis estudiantes lo dicen ., Spn Spn Spn Spn,,,,,
 Mis amigos lo dicen ) ., Spn Spn Spn Spn Punct,,,,,
" Yo "" que viajo tanto .", Spn Punct Spn Spn Spn,,,,,
 ¿Cómo va a ser ?, Spn Spn Spn Spn,,,,,
" Pero claro "" caigo en que in a way "" of course it is .", Spn Spn Punct Spn Spn Spn Eng Spn Eng Punct Eng Eng Eng Eng,,,,,
" My longing for the dead and gone "" the lost "" for the impossible "" even for the neverlived !", Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Punct Eng Eng Eng Punct Eng Eng Eng Eng,,,,,
 Mi constante extraña nostalgia ., Spn Spn Spn Spn,,,,,
" I’m too young to be nostalgic "" or aren’t I ?", Spn Eng Eng Eng Eng Spn Punct Eng Eng Eng,,,,,
 Who can be nostalgic ?, Eng Eng Eng Spn,,,,,
 Should anybody ?, Eng Eng,,,,,
" Is it really so crippling "" so evil "" como dicen todos los marxi- Culti Studies primers ?", Eng Eng Eng Eng Eng Punct Eng Eng Punct Spn Spn Spn Spn Eng Spn Eng Spn,,,,,
" Como yo misma he escrito—oh maniquea "" oh tendenciosa—en contra de algún Culti Studies criminal "" creo que fue contra Richard Rodriguez .", Spn Spn Spn Eng Spn Spn Punct Eng Spn Spn Spn Spn Spn Eng Eng Punct Spn Spn Spn Spn NamedEnt NamedEnt,,,,,
 Y ., Spn,,,,,
 .,,,,,,
 .,,,,,,
" sí "" me permito vivir .", Spn Punct Spn Spn Spn,,,,,
 Of course I do ., Eng Eng Eng Eng,,,,,
 Be in the moment ., Eng Eng Eng Eng,,,,,
" Pero al escribirlo "" al escribir "" siempre hay algo que falta .", Spn Spn Spn Punct Spn Spn Punct Spn Spn Spn Spn Spn,,,,,
 Algo que se escapa ., Spn Spn Spn Spn,,,,,
 Que se me escapa ., Spn Spn Spn Spn,,,,,
 Some excess ., Eng Eng,,,,,
 Sólo en Sudáfrica no me pasó eso ., Spn Spn NamedEnt Spn Spn Spn Spn,,,,,
 Era prístina la experiencia ., Spn Spn Spn Spn,,,,,
" No trazada "" pre-marked by expectations .", Spn Spn Punct Eng Eng Eng,,,,,
" Ay "" what a rough ride .", Spn Punct Eng Spn Eng Eng,,,,,
 Living ., Eng,,,,,
 Writing ., Eng,,,,,
 My Own Private Green Mansions Misiones Province Estoy en Argentina again ., Eng Eng Eng Eng Eng NamedEnt Spn Spn Spn NamedEnt Eng,,,,,
 Or am I ?, Eng Eng Eng,,,,,
" Fronteras porosas aquí "" one minute en el extremo sur del Brasil "" the next in the far Northwest de la Argentina "" y luego en el sureste del Paraguay .", Spn Spn Spn Punct Eng Eng Spn Spn Spn Spn Spn NamedEnt Punct Eng Eng Eng Eng Eng NamedEnt Spn Spn NamedEnt Punct Spn Spn Spn Spn Spn Spn NamedEnt,,,,,
" Whatever : estoy ehcapada "" AWOL de Buenos Aires "" de los porteños and their chronic "" overriding Baroque bronca "" su siempre queja "" su “ fijate en lo mal que ehtamos en el Third World ” shtick .", Eng Punct Spn Spn Punct Eng Spn Spn NamedEnt Punct Spn Spn Spn Eng Eng Eng Punct Eng NamedEnt Spn Punct Spn Spn Spn Punct Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Eng Eng Punct Eng,,,,,
" Ay shut up already "" you Euro-wannabe whiners .", Spn Eng Eng Eng Punct Eng Eng Eng,,,,,
 ¿Han vihto México ?, Spn Spn Spn,,,,,
 ¿La India ?, Spn NamedEnt,,,,,
 Downtown L.A. ?, Eng NamedEnt,,,,,
" Pulvericen sus esquemas "" go on "" I dare you .", NamedEnt Spn Spn Punct Eng Eng Punct Eng Spn Eng,,,,,
" Siguiendo las sugerencias de no sé qué guidebook ( was it you "" Wayne ?", Spn Spn Spn Spn Spn Spn Spn Eng Punct Eng Eng Eng Punct NamedEnt,,,,,
" ) "" contratamos a un taxista para recorrer ( zhecozher : ah "" that beautiful "" mellifluous voiced semi-sibilant “ r ” del Norte ) la provincia de Misiones .", Punct Punct Spn Spn Spn Spn Spn Spn Punct Spn Punct Spn Punct Eng Eng Punct Spn Eng Eng Punct Eng Punct Spn Spn Punct Spn Spn Spn NamedEnt,,,,,
 Más de 300 km ., Spn Spn Spn Spn,,,,,
 Para ir a ver las Ruinas Jesuíticas de San Ignacio de Miní ., NamedEnt Spn Spn Spn Spn Spn Spn Spn NamedEnt NamedEnt Spn NamedEnt,,,,,
" Como estábamos alojados del lado brasileiro "" contratamos a un taxista brasileiro .", Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn,,,,,
" En realidad "" hicimos el trato con su esposa "" Marli "" que hablaba el semibefuddling mixture portuñol(al día siguiente "" ella nos diría — agradecidísima—que lo que nos cobró Osmar "" su marido "" $150 entre 4 personas "" made their week "" in fact their month .", Spn Spn Punct Spn Spn Spn Spn Spn Spn Punct NamedEnt Punct Spn Spn Spn Eng Eng Spn Spn Spn Punct Spn Spn Spn Punct Spn Spn Spn Spn Spn NamedEnt Punct Spn Spn Punct Spn Spn Punct Spn Punct Eng Eng Eng Punct Eng Eng Eng Eng,,,,,
" Y eso que era casi exactamente lo que cobran los micros para ir entre Foz y San Ignacio "" y way less de lo que quería cobrar Juan Angel "" nuestro Argentine tourguide ) .", Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt Spn NamedEnt NamedEnt Punct Spn Eng Eng Spn Spn Spn Spn Spn NamedEnt NamedEnt Punct Spn NamedEnt Eng Punct,,,,,
" Once we passed the Aduana(s ) and despite el nauseating odor de gasoil o diesel que emanaba del engine "" comencé a ver .", Eng Eng Eng Eng Spn Punct Eng Eng Spn Eng Eng Spn Eng Spn Eng Spn Spn Spn Eng Punct Spn Spn Spn,,,,,
 Realmente a ver ., Spn Spn Spn,,,,,
" Todo verde "" rodeada de verde .", Spn Spn Punct Spn Spn Spn,,,,,
" More than I remember seeing ever "" anywhere .", Eng Eng Eng Eng Eng Eng Punct Eng,,,,,
 Y la tierra colorada ., Spn Spn Spn Spn,,,,,
" Es roja "" roja .", Spn Spn Punct Spn,,,,,
 Parece suave ., Spn Spn,,,,,
 Like a blanket of suede ., Eng Spn Eng Eng Spn,,,,,
 Polvo finito that gets on everything ., Spn Spn Eng Eng Eng Eng,,,,,
" Las casitas on stilts "" or with a foot-wide band painted de rojo "" pa ’ que no se manche de tierra colorada el blanco .", Spn Spn Eng Eng Punct Eng Eng Spn Eng Eng Eng Spn Spn Punct Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn,,,,,
" Se siente la humedad en el aire "" en el cabello "" en la vegetación .", Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Punct Spn Spn Spn,,,,,
 Strangler figs ., NamedEnt Eng,,,,,
 Es así que se llama esa planta que tengo en una mata on my little patio en Califas !, Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Eng Eng Spn Spn Spn,,,,,
" Y con razón sus huge long roots are always trying to bust free and cracking the terracotta "" pues este split-leaf trepa y trepa hasta ahogar árboles enormes "" robustísimos .", Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Eng Spn Spn Spn Spn Spn Spn Spn Punct Spn,,,,,
 That’s what it does ., Eng Eng Eng Eng,,,,,
 Strangle ., NamedEnt,,,,,
 Su raison d’être ., Spn Eng Spn,,,,,
" Lianas y enredaderas encimadas en matas "" arbustos "" árboles .", Spn Spn Spn Spn Spn Spn Punct Spn Punct Spn,,,,,
" Odd "" long "" gracefully-arched single shoots.138 No tengo donde escribir .", Eng Punct Eng Punct Eng Eng Eng Spn Spn Spn Spn,,,,,
 No traje nada ., Spn Spn Spn,,,,,
 En los márgenes de la tapa del diario local que compramos ( y ., Spn Spn Spn Spn Spn Spn Spn Spn Eng Spn Spn Punct Spn,,,,,
 .,,,,,,
 .,,,,,,
" Menem y su boda "" y el megacanje "" y Aereolíneas Argentinas about to go bust y piquetes contra los españoles who are buying up everything in Argentina y piquetes contra la crisis y piquetes y .", NamedEnt Spn Spn Spn Punct Spn Spn Eng Punct Spn Spn Spn Eng Eng Eng Eng Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng NamedEnt Spn Spn Spn Spn Eng Spn Spn Spn,,,,,
 .,,,,,,
 .,,,,,,
 ) I begin scrawling the names of all the plants and smells and pueblos I can see ., Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Eng,,,,,
" Deb Cohen "" nuestra intrépida acompañante "" me mira un rato y dice "" maravishada "" “ I swear I only know about 30 % of the plants you know .", NamedEnt NamedEnt Punct Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Punct Spn Punct Punct Eng Eng Eng Eng Eng Eng Spn Punct Eng Eng Eng Eng Eng,,,,,
" ” Cómo shegó a ese porcentaje "" me pregunto .", Punct Spn Eng Spn Spn Spn Punct Spn Spn,,,,,
 La verdad es que I’ve always been fascinated with plants ., Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng,,,,,
 Vegetation ., NamedEnt,,,,,
" No digo jardín "" sino algo más wild "" inclasificable incluso .", Spn Spn Spn Punct Spn Spn Spn Eng Punct Spn Spn,,,,,
" Desde niña en el backyard de mi abuela Eunice o de mi bisabuela Rebecca "" o de mi tía Esther "" que me permitían jugar con el lodo "" con las hormigas y con las plantas y las flores en el paraíso subtropical que es San Diego .", Spn Spn Spn Spn Eng Spn Spn Spn NamedEnt Spn Spn Spn Spn NamedEnt Punct Spn Spn Spn Spn NamedEnt Punct Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Spn Spn NamedEnt NamedEnt,,,,,
" Desde adolescente "" wherever I lived "" aun en los apartamentos más chiquititos o cutres o relentlessly urban "" siempre he cultivado plantas .", Spn Spn Punct Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Eng Punct Spn Eng Spn Spn,,,,,
" Plantas raras "" quisquishosas "" difíciles : Zebra plant "" coleus "" massangeana "" piña "" ficus .", Spn Spn Punct Spn Punct Spn Punct Spn Eng Punct Spn Punct Eng Punct Spn Punct Spn,,,,,
" I’ve pampered them "" I’ve hybridized them ; he suplido lo que les faltaba a las tropicales en el semi-desierto californiano "" o en el gloom de un Massachussetts winter .", Spn Eng Eng Punct Spn Eng Eng Punct Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Eng Spn Spn Eng Eng,,,,,
" Rodeada de verde : it isreal "" and I am in it .", Spn Spn Spn Punct Eng NamedEnt Punct Eng Eng Eng Eng Eng,,,,,
 I am alive and I am living it ., Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
" He aquí tus Green Mansions "" baby .", Eng Spn Spn Eng Eng Punct Eng,,,,,
" Lo que se ve es todo verde "" a blur of green .", Spn Spn Spn Spn Spn Spn Spn Punct Spn Eng Eng Eng,,,,,
" Pero my green eyes open "" mi mirada verde se ensancha y comienzo a distinguir .", Spn Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn,,,,,
 Como distinguía Quiroga ., Spn Spn NamedEnt,,,,,
" O mi adorado W. H. Hudson about whom "" when I first read Green Mansionsa los 12 años "" sí "" creo que fue in 8thgrade "" no tenía idea de que fuera argentino .", Spn Spn Spn NamedEnt Spn NamedEnt Eng Eng Punct Eng Eng Eng Eng Eng NamedEnt Spn Spn Spn Punct Spn Punct Spn Spn Spn Eng Eng Punct Spn Spn Eng Spn Spn Spn Spn,,,,,
 Angloargentino ., NamedEnt,,,,,
 Or in a million years que yo estaría ni cerca de donde él estuvo ., Eng Eng Spn Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn,,,,,
 Veo ., Spn,,,,,
" Veo higueras y sauces "" palmeras ( skinny and sort of choked "" o bien robust "" pero plantation-like "" rows of them "" no como las tres gigantescas que se ven en el Jardín Botánico de Buenos Aires "" desde mi ventana ) "" pinos de todo tipo "" araucarias "" bananos "" eucaliptos "" naranjos "" paloborracho "" palo rosado "" aloes "" ananás "" cactos "" bambú .", Spn Eng Spn Eng Punct Spn Punct Eng Eng Eng Eng Eng Punct Spn Spn Spn Punct Spn Eng Punct Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt Spn Spn NamedEnt Punct Spn Spn Spn Punct Punct Spn Spn Spn Spn Punct Spn Punct Spn Punct Eng Punct Spn Punct Spn Punct Spn Spn Punct Eng Punct Spn Punct Spn Punct Spn,,,,,
" Widening my gaze "" todos mis sentidos ahora wide-open "" veo maizales "" Spanish moss clinging and drooping "" grey-green "" epiphytes por doquier "" clambering up the skinny white trees .", NamedEnt Eng Spn Punct Spn Spn Spn Spn Eng Punct Spn Spn Punct NamedEnt Spn Eng Eng Eng Punct Eng Punct Eng Spn Spn Punct Eng Eng Eng Eng Eng Eng,,,,,
" Looking closer "" a ras del suelo "" veo everywhere "" wandering Jew .", Eng Eng Punct Spn Spn Spn Spn Punct Spn Eng Punct Eng NamedEnt,,,,,
" Siento de repente un olor punzante "" narcotizante "" desconocido .", Spn Spn Spn Spn Spn Spn Punct Spn Punct Spn,,,,,
" Como de cedro "" de madera cortada "" de tabaco "" de mojado "" de verde .", Spn Spn Spn Punct Spn Spn Spn Punct Spn Spn Punct Spn Spn Punct Spn Spn,,,,,
" Mis palabras "" ahora "" trying to wrap around algo que mi olfato conoce y vive .", Spn Spn Punct Spn Punct Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn,,,,,
 Son—yes they really are—plantaciones de mate ., Spn Eng Eng Spn Spn Spn,,,,,
 Parece que we’ve been on the road forever ., Spn Spn Spn Eng Eng Eng Eng Eng,,,,,
 Y la distancia es más o menos la de Los Angeles a San Diego ., Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt NamedEnt,,,,,
 That’s all ., Eng Eng,,,,,
 Nos falta bastante ., Spn Spn Spn,,,,,
" We are on our way to las ruinas jesuíticas y a la casa de Horacio Quiroga "" en San Ignacio "" cerca de Posadas .", Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt NamedEnt Punct Spn NamedEnt NamedEnt Punct Spn Spn Spn,,,,,
" But for now "" me quedo aquí en el verde.III Tiny Love-Riff a Caballito Crónica 27 mayo "" 2001 Buenos Aires Para Saúl Sosnowski Confieso que me enternece montones imaginarte de chico "" walking toward el Colegio Hebreo "" y pasando por el Centenary Park .", Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Eng NamedEnt Spn NamedEnt Spn Spn Spn Punct Spn Spn NamedEnt NamedEnt NamedEnt NamedEnt Spn Spn Spn Spn Spn Spn Spn Spn Punct Eng Eng Spn Spn NamedEnt Punct Spn Spn Spn Spn Eng Eng,,,,,
" No sabés cuántas poetas de “ buen tono”—y otras not even tanto—me han retado por ir por ahí mucho : que te afanan el bolso "" bla bla .", Spn Spn Spn Spn Spn Punct Spn Spn Spn Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Punct Spn Spn,,,,,
 En la actualidad es bahtante “ popular ” el sitio ., Spn Spn Spn Spn Spn Punct Eng Punct Spn Spn,,,,,
" Teens fairly routinely doze off and nearly drown "" shenos de merca "" o de pahtishas o de yuyo or whatever "" in that ugly "" shallow psuedolago .", Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn NamedEnt Punct Spn Spn Spn Spn Spn Spn Eng Eng Punct Eng Eng Eng Punct Eng Eng,,,,,
 But I love the smoke that rises de las improvisadas parrishas and cheap sahumerios for sale ., Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Eng Eng Spn Eng Spn,,,,,
" Me encanta presenciar los solemnes talleres de poesía que da mi amiga la self-styled anarquista "" Gladys Cepeda de Avellaneda "" perhaps the truest and least farandulera "" most hardcore fan que tiene Alejandra Pizarnik these days.142 Anoche "" of course everything started late y antes pasaron un sort of annoying yet oddly moving documental sobre la vida y muerte de Victor Jara "" with the appropriately choke-throated words de la stalwart Joan "" la viuda "" quien además estuvo in person en el Parque Centenario along with Inti-Illimani .", Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Spn Punct NamedEnt NamedEnt Spn NamedEnt Punct Eng Eng Eng Eng Eng Spn Punct Eng Eng Eng Spn Spn NamedEnt NamedEnt Eng Eng Spn Punct Eng Eng Eng Eng Eng Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn NamedEnt NamedEnt Punct Eng Eng Eng Eng Eng Spn Spn Eng NamedEnt Punct Spn Spn Punct Spn Spn Spn Eng Eng Spn Spn Spn Spn Eng Eng NamedEnt,,,,,
" So "" fuimos primero a mirar los stands de libros de segunda mano and I scored an utterly enmohecido edition de Antonio Porchia’s Voces "" with frayed "" rough "" ivory gone sepia edges .", Eng Punct Spn Spn Spn Spn Spn Eng Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng Spn Eng Spn NamedEnt NamedEnt Spn Punct Eng Eng Punct Eng Punct Eng Eng Spn Eng,,,,,
" Siempre es tan sad "" leer una solemne dedicatoria some couple had given some dude para su cumpleaños .", Spn Spn Spn Eng Punct Spn Spn Spn Spn Eng Eng Eng Eng Eng Spn Spn Spn Spn,,,,,
 How could he go and give it away ?, Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
" What penurias made him sell it "" perhaps "" and at what obscenely low price "" si a mí me lo vendieron por cinco pesos ?", Eng Spn Eng Eng Eng Eng Punct Eng Punct Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn,,,,,
 Este autor de aforismos tan admirado por Pizarnik ., Spn Spn Spn Spn Spn Spn Spn NamedEnt,,,,,
" Me hechiza "" to be in these streets of Buenos Aires .", Spn Spn Punct Eng Eng Eng Eng Eng Eng Spn NamedEnt,,,,,
" Ah Buenos Aires with your horribly ringing-all-the-time celulares "" your cellulite-provoking "" teensy "" skin-tight pants y pelo planchadito y los claritos "" your aching exchanged looks between men and women "" entre men and men "" pero luego .", Spn Spn NamedEnt Eng Eng Eng Eng Spn Punct Eng Eng Punct Eng Punct Eng Eng Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Eng Eng Eng Punct Spn Spn,,,,,
 .,,,,,,
 .,,,,,,
 nada ., Spn,,,,,
" ( Es que los porteños son todos unos hihtéricos "" pronounces dejectedly mi amiga Andrea .", Punct Spn Spn Spn Spn Spn Spn Spn Spn Punct Eng Eng Spn Spn NamedEnt,,,,,
" ) Here in Caballito "" no es tan así .", Punct Eng Eng NamedEnt Punct Spn Spn Spn Spn,,,,,
" Me gusta este barrio "" cerca de donde vive Mónica Tracey "" not far from your boyhood la Paternal .", Spn Spn Spn Spn Punct Spn Spn Spn Spn NamedEnt NamedEnt Punct Eng Eng Eng Eng Eng Spn NamedEnt,,,,,
" Me conmueve y sí "" me hechiza tocar estos libros caressed "" perhaps "" by those earlier hands I wish so much I could touch now .", Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Eng Punct Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
 Los hermosos y trillados acordes del line-up de 4–5 charangos de Inti-Illimani called us back to the stage ., Spn Spn Spn Spn Spn Spn Eng Spn Spn Spn Spn NamedEnt Eng Eng Eng Eng Eng Eng,,,,,
" Of course "" ya no había manera de aproximarnos "" so we stood way back "" swaying nohtálgicamente in the smoke de las parrillas .", Eng Eng Punct Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng Punct Eng Spn Eng Eng Eng Spn Spn Spn,,,,,
